entrez_gene_id	symbol	in_space_i	in_space_ii	in_space_iii	in_space_delta
1368	CPM	0	1	1	0
1369	CPN1	1	1	1	0
1370	CPN2	0	1	1	0
1371	CPOX	0	0	1	0
1374	CPT1A	1	1	1	0
1375	CPT1B	0	1	1	0
1376	CPT2	0	0	1	0
1379	CR1L	0	0	1	0
1380	CR2	0	0	1	0
1381	CRABP1	1	1	1	0
1382	CRABP2	1	1	1	0
1384	CRAT	1	1	1	0
1385	CREB1	1	1	1	0
1386	ATF2	0	1	1	0
1388	ATF6B	0	1	1	0
1389	CREBL2	0	0	1	0
1390	CREM	1	1	1	0
1392	CRH	1	1	1	0
1393	CRHBP	1	1	1	0
1396	CRIP1	1	1	1	0
1397	CRIP2	1	1	1	0
1398	CRK	1	1	1	0
1399	CRKL	0	0	1	0
1400	CRMP1	1	1	1	0
1401	CRP	0	1	1	0
1404	HAPLN1	0	1	1	0
1406	CRX	1	1	1	0
1407	CRY1	1	1	1	0
1408	CRY2	0	1	1	0
1409	CRYAA	0	1	1	0
1410	CRYAB	1	1	1	0
1411	CRYBA1	0	1	1	0
1412	CRYBA2	1	1	1	0
1413	CRYBA4	0	1	1	0
1414	CRYBB1	0	1	1	0
1415	CRYBB2	0	0	1	0
1416	CRYBB2P1	0	0	1	0
1417	CRYBB3	0	1	1	0
1418	CRYGA	0	1	1	0
1419	CRYGB	0	1	1	0
1420	CRYGC	0	0	1	0
1421	CRYGD	0	1	1	0
1427	CRYGS	0	1	1	0
1428	CRYM	1	1	1	0
1429	CRYZ	0	0	1	0
1431	CS	1	1	1	0
1432	MAPK14	1	1	1	0
1434	CSE1L	0	1	1	0
1435	CSF1	1	1	1	0
1437	CSF2	0	1	1	0
1438	CSF2RA	0	1	1	0
1439	CSF2RB	0	0	1	0
1440	CSF3	0	0	1	0
1442	CSH1	1	1	1	0
1443	CSH2	1	1	1	0
1444	CSHL1	0	1	1	0
1445	CSK	0	0	1	0
1446	CSN1S1	0	1	1	0
1447	CSN2	0	1	1	0
1448	CSN3	1	1	1	0
1452	CSNK1A1	0	0	1	0
1453	CSNK1D	1	1	1	0
1454	CSNK1E	1	1	1	0
1455	CSNK1G2	1	1	1	0
1456	CSNK1G3	0	0	1	0
1457	CSNK2A1	0	1	1	0
1459	CSNK2A2	1	1	1	0
1460	CSNK2B	0	0	1	0
1462	VCAN	0	1	1	0
1463	NCAN	0	0	1	0
1465	CSRP1	0	0	1	0
1466	CSRP2	1	1	1	0
1468	SLC25A10	1	1	1	0
1469	CST1	1	1	1	0
1470	CST2	0	1	1	0
1471	CST3	0	0	1	0
1472	CST4	0	1	1	0
1473	CST5	0	1	1	0
1474	CST6	0	1	1	0
1475	CSTA	1	1	1	0
1476	CSTB	0	0	1	0
1477	CSTF1	0	1	1	0
1478	CSTF2	1	1	1	0
1479	CSTF3	1	1	1	0
1482	NKX2-5	1	1	1	0
1485	CTAG1B	0	1	1	0
1486	CTBS	1	1	1	0
1487	CTBP1	1	1	1	0
1488	CTBP2	1	1	1	0
1489	CTF1	0	1	1	0
1490	CTGF	0	0	1	0
1491	CTH	1	1	1	0
1493	CTLA4	0	0	1	0
1495	CTNNA1	1	1	1	0
1496	CTNNA2	0	1	1	0
1497	CTNS	1	1	1	0
1499	CTNNB1	0	0	1	0
1500	CTNND1	0	1	1	0
1501	CTNND2	0	0	1	0
1503	CTPS	0	1	1	0
1504	CTRB1	1	1	1	0
1506	CTRL	0	1	1	0
1508	CTSB	1	1	1	0
1509	CTSD	1	1	1	0
1510	CTSE	0	1	1	0
1511	CTSG	1	1	1	0
1512	CTSH	1	1	1	0
1513	CTSK	1	1	1	0
1514	CTSL1	1	1	1	0
1515	CTSL2	0	1	1	0
1519	CTSO	0	1	1	0
1520	CTSS	1	1	1	0
1521	CTSW	0	1	1	0
1522	CTSZ	0	1	1	0
1523	CUX1	0	0	1	0
1524	CX3CR1	1	1	1	0
1525	CXADR	1	1	1	0
1527	TEX28	1	1	1	0
1528	CYB5A	1	1	1	0
1534	CYB561	1	1	1	0
1535	CYBA	1	1	1	0
1536	CYBB	1	1	1	0
1537	CYC1	1	1	1	0
1538	CYLC1	0	1	1	0
1539	CYLC2	0	1	1	0
1543	CYP1A1	1	1	1	0
1544	CYP1A2	0	0	1	0
1545	CYP1B1	1	1	1	0
1548	CYP2A6	0	1	1	0
1549	CYP2A7	0	1	1	0
1551	CYP3A7	0	1	1	0
1553	CYP2A13	0	0	1	0
1555	CYP2B6	0	0	1	0
1556	CYP2B7P1	0	1	1	0
1557	CYP2C19	0	0	1	0
1558	CYP2C8	0	0	1	0
1559	CYP2C9	0	1	1	0
1562	CYP2C18	0	1	1	0
1565	CYP2D6	0	0	1	0
1571	CYP2E1	0	1	1	0
1572	CYP2F1	0	1	1	0
1573	CYP2J2	1	1	1	0
1576	CYP3A4	0	1	1	0
1577	CYP3A5	1	1	1	0
1579	CYP4A11	0	1	1	0
1580	CYP4B1	0	1	1	0
1582	CYP8B1	0	0	1	0
1583	CYP11A1	1	1	1	0
1584	CYP11B1	0	1	1	0
1585	CYP11B2	0	0	1	0
1586	CYP17A1	0	1	1	0
1588	CYP19A1	1	1	1	0
1589	CYP21A2	0	1	1	0
1591	CYP24A1	0	1	1	0
1592	CYP26A1	0	0	1	0
1593	CYP27A1	0	1	1	0
1594	CYP27B1	0	1	1	0
1595	CYP51A1	1	1	1	0
1600	DAB1	0	1	1	0
1601	DAB2	1	1	1	0
1602	DACH1	1	1	1	0
1603	DAD1	1	1	1	0
1604	CD55	1	1	1	0
1605	DAG1	0	1	1	0
1606	DGKA	1	1	1	0
1607	DGKB	0	0	1	0
1608	DGKG	0	1	1	0
1609	DGKQ	0	0	1	0
1610	DAO	1	1	1	0
1611	DAP	1	1	1	0
1612	DAPK1	0	1	1	0
1613	DAPK3	0	1	1	0
1615	DARS	1	1	1	0
1616	DAXX	0	1	1	0
1617	DAZ1	0	1	1	0
1618	DAZL	0	0	1	0
1620	DBC1	1	1	1	0
1621	DBH	1	1	1	0
1622	DBI	0	1	1	0
1627	DBN1	1	1	1	0
1628	DBP	0	0	1	0
1629	DBT	0	0	1	0
1630	DCC	0	0	1	0
1632	ECI1	1	1	1	0
1633	DCK	0	1	1	0
1634	DCN	1	1	1	0
1635	DCTD	1	1	1	0
1638	DCT	1	1	1	0
1639	DCTN1	1	1	1	0
1641	DCX	1	1	1	0
1642	DDB1	0	0	1	0
1643	DDB2	1	1	1	0
1644	DDC	1	1	1	0
1645	AKR1C1	1	1	1	0
1646	AKR1C2	1	1	1	0
1647	GADD45A	1	1	1	0
1649	DDIT3	1	1	1	0
1650	DDOST	1	1	1	0
1652	DDT	0	0	1	0
1653	DDX1	1	1	1	0
1654	DDX3X	1	1	1	0
1655	DDX5	0	1	1	0
1656	DDX6	0	1	1	0
1657	DMXL1	0	0	1	0
1659	DHX8	0	1	1	0
1662	DDX10	0	0	1	0
1663	DDX11	1	1	1	0
1665	DHX15	0	1	1	0
1666	DECR1	0	0	1	0
1667	DEFA1	0	1	1	0
1668	DEFA3	1	1	1	0
1669	DEFA4	0	0	1	0
1670	DEFA5	0	1	1	0
1671	DEFA6	0	1	1	0
1672	DEFB1	0	1	1	0
1673	DEFB4A	0	1	1	0
1674	DES	0	1	1	0
1675	CFD	0	1	1	0
1676	DFFA	1	1	1	0
1677	DFFB	0	0	1	0
1678	TIMM8A	1	1	1	0
1687	DFNA5	1	1	1	0
1690	COCH	1	1	1	0
1716	DGUOK	1	1	1	0
1717	DHCR7	1	1	1	0
1718	DHCR24	1	1	1	0
1719	DHFR	1	1	1	0
1723	DHODH	0	0	1	0
1725	DHPS	1	1	1	0
1727	CYB5R3	0	0	1	0
1728	NQO1	0	0	1	0
1729	DIAPH1	0	1	1	0
1730	DIAPH2	0	1	1	0
1731	SEPT1	1	1	1	0
1733	DIO1	0	1	1	0
1734	DIO2	0	0	1	0
1735	DIO3	1	1	1	0
1736	DKC1	1	1	1	0
1737	DLAT	1	1	1	0
1738	DLD	0	1	1	0
1740	DLG2	0	0	1	0
1741	DLG3	0	0	1	0
1743	DLST	1	1	1	0
1745	DLX1	1	1	1	0
1746	DLX2	0	1	1	0
1747	DLX3	1	1	1	0
1748	DLX4	1	1	1	0
1749	DLX5	1	1	1	0
1750	DLX6	0	1	1	0
1755	DMBT1	0	0	1	0
1756	DMD	1	1	1	0
1757	SARDH	0	0	1	0
1758	DMP1	0	1	1	0
1759	DNM1	0	0	1	0
1760	DMPK	0	1	1	0
1761	DMRT1	0	1	1	0
1762	DMWD	1	1	1	0
1763	DNA2	0	1	1	0
1768	DNAH6	1	1	1	0
1773	DNASE1	0	1	1	0
1774	DNASE1L1	1	1	1	0
1775	DNASE1L2	1	1	1	0
1776	DNASE1L3	1	1	1	0
1777	DNASE2	0	0	1	0
1778	DYNC1H1	0	1	1	0
1780	DYNC1I1	1	1	1	0
1781	DYNC1I2	1	1	1	0
1783	DYNC1LI2	0	0	1	0
1785	DNM2	0	0	1	0
1787	TRDMT1	0	0	1	0
1788	DNMT3A	0	1	1	0
1789	DNMT3B	0	0	1	0
1791	DNTT	1	1	1	0
1794	DOCK2	0	1	1	0
1795	DOCK3	0	0	1	0
1796	DOK1	0	1	1	0
1797	DOM3Z	1	1	1	0
1798	DPAGT1	1	1	1	0
1800	DPEP1	1	1	1	0
1801	DPH1	1	1	1	0
1802	DPH2	1	1	1	0
1803	DPP4	0	0	1	0
1804	DPP6	0	1	1	0
1805	DPT	1	1	1	0
1806	DPYD	1	1	1	0
1807	DPYS	1	1	1	0
1808	DPYSL2	0	1	1	0
1809	DPYSL3	0	1	1	0
1810	DR1	1	1	1	0
1811	SLC26A3	1	1	1	0
1812	DRD1	0	0	1	0
1813	DRD2	0	1	1	0
1814	DRD3	0	1	1	0
1816	DRD5	1	1	1	0
1819	DRG2	1	1	1	0
1820	ARID3A	0	1	1	0
1821	DRP2	0	1	1	0
1822	ATN1	0	0	1	0
1823	DSC1	0	0	1	0
1824	DSC2	0	0	1	0
1827	RCAN1	1	1	1	0
1828	DSG1	0	0	1	0
1829	DSG2	0	1	1	0
1831	TSC22D3	1	1	1	0
1832	DSP	0	0	1	0
1833	EPYC	0	1	1	0
1836	SLC26A2	0	1	1	0
1837	DTNA	0	1	1	0
1838	DTNB	1	1	1	0
1839	HBEGF	0	1	1	0
1840	DTX1	0	0	1	0
1841	DTYMK	1	1	1	0
1842	ECM2	0	0	1	0
1843	DUSP1	0	0	1	0
1844	DUSP2	0	0	1	0
1845	DUSP3	1	1	1	0
1846	DUSP4	1	1	1	0
1847	DUSP5	0	0	1	0
1848	DUSP6	1	1	1	0
1849	DUSP7	1	1	1	0
1850	DUSP8	0	0	1	0
1854	DUT	1	1	1	0
1855	DVL1	0	1	1	0
1856	DVL2	1	1	1	0
1857	DVL3	1	1	1	0
1859	DYRK1A	0	0	1	0
1861	TOR1A	1	1	1	0
1869	E2F1	0	0	1	0
1870	E2F2	1	1	1	0
1871	E2F3	0	1	1	0
1874	E2F4	0	0	1	0
1875	E2F5	0	0	1	0
1876	E2F6	1	1	1	0
1877	E4F1	1	1	1	0
1879	EBF1	0	1	1	0
1880	GPR183	0	1	1	0
1889	ECE1	0	1	1	0
1890	TYMP	1	1	1	0
1891	ECH1	1	1	1	0
1892	ECHS1	1	1	1	0
1893	ECM1	0	0	1	0
1894	ECT2	0	0	1	0
1896	EDA	0	1	1	0
1901	S1PR1	1	1	1	0
1902	LPAR1	1	1	1	0
1903	S1PR3	0	1	1	0
1906	EDN1	1	1	1	0
1907	EDN2	1	1	1	0
1908	EDN3	1	1	1	0
1909	EDNRA	1	1	1	0
1910	EDNRB	0	1	1	0
1911	PHC1	1	1	1	0
1912	PHC2	1	1	1	0
1915	EEF1A1	1	1	1	0
1917	EEF1A2	1	1	1	0
1933	EEF1B2	1	1	1	0
1936	EEF1D	1	1	1	0
1937	EEF1G	1	1	1	0
1938	EEF2	0	1	1	0
1939	EIF2D	0	0	1	0
1942	EFNA1	1	1	1	0
1943	EFNA2	0	0	1	0
1944	EFNA3	0	1	1	0
1945	EFNA4	0	1	1	0
1946	EFNA5	0	0	1	0
1947	EFNB1	1	1	1	0
1948	EFNB2	0	1	1	0
1949	EFNB3	0	0	1	0
1950	EGF	0	1	1	0
1953	MEGF6	0	0	1	0
1954	MEGF8	0	0	1	0
1955	MEGF9	0	0	1	0
1956	EGFR	0	0	1	0
1958	EGR1	0	1	1	0
1959	EGR2	1	1	1	0
1960	EGR3	0	1	1	0
1962	EHHADH	0	1	1	0
1964	EIF1AX	1	1	1	0
1965	EIF2S1	0	0	1	0
1967	EIF2B1	0	1	1	0
1968	EIF2S3	1	1	1	0
1969	EPHA2	0	0	1	0
1973	EIF4A1	1	1	1	0
1974	EIF4A2	1	1	1	0
1975	EIF4B	0	1	1	0
1977	EIF4E	1	1	1	0
1978	EIF4EBP1	1	1	1	0
1979	EIF4EBP2	1	1	1	0
1981	EIF4G1	0	0	1	0
1982	EIF4G2	0	1	1	0
1983	EIF5	1	1	1	0
1984	EIF5A	1	1	1	0
1990	CELA1	0	0	1	0
1991	ELANE	0	0	1	0
1992	SERPINB1	1	1	1	0
1993	ELAVL2	1	1	1	0
1994	ELAVL1	1	1	1	0
1995	ELAVL3	1	1	1	0
1996	ELAVL4	1	1	1	0
1997	ELF1	1	1	1	0
1998	ELF2	1	1	1	0
1999	ELF3	1	1	1	0
2000	ELF4	1	1	1	0
2001	ELF5	1	1	1	0
2002	ELK1	0	1	1	0
2004	ELK3	1	1	1	0
2005	ELK4	0	1	1	0
2006	ELN	0	1	1	0
2009	EML1	1	1	1	0
2010	EMD	1	1	1	0
2011	MARK2	0	0	1	0
2012	EMP1	0	1	1	0
2014	EMP3	0	1	1	0
2015	EMR1	0	1	1	0
2016	EMX1	0	0	1	0
2017	CTTN	1	1	1	0
2018	EMX2	0	0	1	0
2019	EN1	0	0	1	0
2020	EN2	0	0	1	0
2021	ENDOG	0	0	1	0
2022	ENG	1	1	1	0
2023	ENO1	1	1	1	0
2026	ENO2	1	1	1	0
2027	ENO3	1	1	1	0
2028	ENPEP	0	0	1	0
2029	ENSA	1	1	1	0
2030	SLC29A1	1	1	1	0
2034	EPAS1	1	1	1	0
2035	EPB41	1	1	1	0
2036	EPB41L1	1	1	1	0
2037	EPB41L2	1	1	1	0
2038	EPB42	0	1	1	0
2039	EPB49	0	1	1	0
2040	STOM	1	1	1	0
2041	EPHA1	0	0	1	0
2042	EPHA3	0	0	1	0
2043	EPHA4	1	1	1	0
2044	EPHA5	0	0	1	0
2045	EPHA7	1	1	1	0
2046	EPHA8	1	1	1	0
2047	EPHB1	0	1	1	0
2048	EPHB2	0	1	1	0
2049	EPHB3	0	0	1	0
2050	EPHB4	0	1	1	0
2051	EPHB6	0	1	1	0
2052	EPHX1	1	1	1	0
2053	EPHX2	1	1	1	0
2054	STX2	0	0	1	0
2055	CLN8	0	1	1	0
2056	EPO	0	0	1	0
2059	EPS8	1	1	1	0
2060	EPS15	0	0	1	0
2063	NR2F6	0	0	1	0
2064	ERBB2	0	0	1	0
2065	ERBB3	1	1	1	0
2066	ERBB4	0	1	1	0
2067	ERCC1	1	1	1	0
2068	ERCC2	1	1	1	0
2069	EREG	0	0	1	0
2070	EYA4	0	1	1	0
2071	ERCC3	1	1	1	0
2072	ERCC4	0	0	1	0
2073	ERCC5	1	1	1	0
2074	ERCC6	0	1	1	0
2077	ERF	1	1	1	0
2078	ERG	0	1	1	0
2079	ERH	1	1	1	0
2081	ERN1	0	1	1	0
2091	FBL	0	1	1	0
2098	ESD	1	1	1	0
2099	ESR1	0	1	1	0
2100	ESR2	1	1	1	0
2101	ESRRA	0	1	1	0
2103	ESRRB	0	0	1	0
2104	ESRRG	0	1	1	0
2107	ETF1	1	1	1	0
2108	ETFA	1	1	1	0
2109	ETFB	0	0	1	0
2110	ETFDH	1	1	1	0
2113	ETS1	1	1	1	0
2114	ETS2	1	1	1	0
2115	ETV1	0	1	1	0
2116	ETV2	0	0	1	0
2117	ETV3	0	0	1	0
2118	ETV4	1	1	1	0
2119	ETV5	1	1	1	0
2120	ETV6	0	1	1	0
2121	EVC	0	0	1	0
2122	MECOM	0	1	1	0
2123	EVI2A	0	1	1	0
2124	EVI2B	1	1	1	0
2125	EVPL	0	0	1	0
2128	EVX1	0	0	1	0
2130	EWSR1	1	1	1	0
2131	EXT1	1	1	1	0
2132	EXT2	1	1	1	0
2134	EXTL1	0	0	1	0
2135	EXTL2	1	1	1	0
2137	EXTL3	1	1	1	0
2138	EYA1	0	1	1	0
2139	EYA2	1	1	1	0
2140	EYA3	0	1	1	0
2145	EZH1	1	1	1	0
2146	EZH2	1	1	1	0
2147	F2	0	1	1	0
2149	F2R	1	1	1	0
2150	F2RL1	1	1	1	0
2151	F2RL2	0	0	1	0
2152	F3	0	1	1	0
2153	F5	0	0	1	0
2155	F7	0	1	1	0
2157	F8	1	1	1	0
2158	F9	0	1	1	0
2159	F10	0	1	1	0
2160	F11	0	1	1	0
2161	F12	1	1	1	0
2162	F13A1	1	1	1	0
2165	F13B	0	0	1	0
2166	FAAH	0	1	1	0
2167	FABP4	1	1	1	0
2168	FABP1	1	1	1	0
2169	FABP2	0	1	1	0
2170	FABP3	1	1	1	0
2171	FABP5	1	1	1	0
2172	FABP6	1	1	1	0
2173	FABP7	1	1	1	0
2175	FANCA	1	1	1	0
2176	FANCC	1	1	1	0
2177	FANCD2	0	1	1	0
2178	FANCE	0	0	1	0
2180	ACSL1	0	1	1	0
2181	ACSL3	0	0	1	0
2182	ACSL4	1	1	1	0
2184	FAH	1	1	1	0
2185	PTK2B	0	1	1	0
2187	FANCB	0	0	1	0
2188	FANCF	0	1	1	0
2189	FANCG	1	1	1	0
2191	FAP	0	1	1	0
2192	FBLN1	0	0	1	0
2193	FARSA	1	1	1	0
2194	FASN	1	1	1	0
2197	FAU	0	0	1	0
2199	FBLN2	0	0	1	0
2200	FBN1	0	0	1	0
2201	FBN2	0	0	1	0
2202	EFEMP1	1	1	1	0
2203	FBP1	1	1	1	0
2204	FCAR	1	1	1	0
2205	FCER1A	1	1	1	0
2206	MS4A2	0	0	1	0
2207	FCER1G	0	1	1	0
2208	FCER2	1	1	1	0
2209	FCGR1A	1	1	1	0
2210	FCGR1B	0	0	1	0
2212	FCGR2A	1	1	1	0
2213	FCGR2B	1	1	1	0
2214	FCGR3A	1	1	1	0
2215	FCGR3B	0	1	1	0
2217	FCGRT	0	0	1	0
2218	FKTN	0	0	1	0
2219	FCN1	0	1	1	0
2222	FDFT1	1	1	1	0
2224	FDPS	1	1	1	0
2230	FDX1	0	0	1	0
2232	FDXR	1	1	1	0
2235	FECH	0	0	1	0
2237	FEN1	1	1	1	0
2239	GPC4	1	1	1	0
2241	FER	0	0	1	0
2242	FES	1	1	1	0
2243	FGA	0	1	1	0
2244	FGB	0	1	1	0
2245	FGD1	0	0	1	0
2246	FGF1	1	1	1	0
2247	FGF2	0	0	1	0
2248	FGF3	0	0	1	0
2249	FGF4	0	0	1	0
2250	FGF5	0	0	1	0
2251	FGF6	0	1	1	0
2252	FGF7	1	1	1	0
2253	FGF8	0	0	1	0
2254	FGF9	0	1	1	0
2255	FGF10	0	1	1	0
2256	FGF11	0	0	1	0
2257	FGF12	1	1	1	0
2258	FGF13	1	1	1	0
2259	FGF14	0	1	1	0
2260	FGFR1	1	1	1	0
2261	FGFR3	0	0	1	0
2262	GPC5	0	1	1	0
2263	FGFR2	0	0	1	0
2264	FGFR4	0	0	1	0
2266	FGG	1	1	1	0
2267	FGL1	1	1	1	0
2268	FGR	0	0	1	0
2271	FH	1	1	1	0
2272	FHIT	1	1	1	0
2273	FHL1	1	1	1	0
2274	FHL2	0	1	1	0
2275	FHL3	1	1	1	0
2277	FIGF	1	1	1	0
2280	FKBP1A	1	1	1	0
2281	FKBP1B	1	1	1	0
2286	FKBP2	1	1	1	0
2287	FKBP3	1	1	1	0
2288	FKBP4	1	1	1	0
2289	FKBP5	0	0	1	0
2290	FOXG1	0	0	1	0
2294	FOXF1	0	0	1	0
2297	FOXD1	0	0	1	0
2298	FOXD4	0	0	1	0
2299	FOXI1	0	0	1	0
2302	FOXJ1	0	0	1	0
2303	FOXC2	0	1	1	0
2304	FOXE1	0	0	1	0
2305	FOXM1	1	1	1	0
2307	FOXS1	1	1	1	0
2308	FOXO1	0	0	1	0
2309	FOXO3	0	1	1	0
2312	FLG	0	0	1	0
2313	FLI1	1	1	1	0
2314	FLII	0	0	1	0
2315	MLANA	1	1	1	0
2316	FLNA	0	1	1	0
2317	FLNB	0	0	1	0
2319	FLOT2	1	1	1	0
2321	FLT1	0	0	1	0
2322	FLT3	0	1	1	0
2323	FLT3LG	0	1	1	0
2324	FLT4	0	0	1	0
2326	FMO1	0	1	1	0
2327	FMO2	1	1	1	0
2328	FMO3	1	1	1	0
2329	FMO4	1	1	1	0
2330	FMO5	1	1	1	0
2331	FMOD	1	1	1	0
2332	FMR1	0	1	1	0
2334	AFF2	0	0	1	0
2335	FN1	0	1	1	0
2339	FNTA	1	1	1	0
2342	FNTB	1	1	1	0
2346	FOLH1	0	0	1	0
2348	FOLR1	0	0	1	0
2350	FOLR2	0	0	1	0
2352	FOLR3	0	0	1	0
2353	FOS	1	1	1	0
2354	FOSB	0	0	1	0
2355	FOSL2	1	1	1	0
2356	FPGS	0	1	1	0
2357	FPR1	1	1	1	0
2358	FPR2	1	1	1	0
2359	FPR3	0	1	1	0
2395	FXN	0	1	1	0
2444	FRK	1	1	1	0
2483	FRG1	0	1	1	0
2487	FRZB	1	1	1	0
2488	FSHB	0	1	1	0
2491	CENPI	0	0	1	0
2492	FSHR	0	1	1	0
2494	NR5A2	0	1	1	0
2495	FTH1	1	1	1	0
2498	FTH1P3	0	1	1	0
2512	FTL	1	1	1	0
2515	ADAM2	1	1	1	0
2516	NR5A1	1	1	1	0
2517	FUCA1	0	1	1	0
2519	FUCA2	1	1	1	0
2520	GAST	0	1	1	0
2521	FUS	0	1	1	0
2523	FUT1	0	0	1	0
2524	FUT2	1	1	1	0
2525	FUT3	0	0	1	0
2526	FUT4	0	0	1	0
2528	FUT6	0	1	1	0
2529	FUT7	0	0	1	0
2530	FUT8	0	1	1	0
2531	KDSR	1	1	1	0
2532	DARC	0	1	1	0
2533	FYB	0	1	1	0
2534	FYN	1	1	1	0
2535	FZD2	0	1	1	0
2537	IFI6	1	1	1	0
2538	G6PC	0	1	1	0
2539	G6PD	1	1	1	0
2542	SLC37A4	1	1	1	0
2543	GAGE1	1	1	1	0
2547	XRCC6	1	1	1	0
2548	GAA	0	0	1	0
2549	GAB1	0	1	1	0
2550	GABBR1	0	0	1	0
2551	GABPA	0	0	1	0
2553	GABPB1	1	1	1	0
2554	GABRA1	0	0	1	0
2555	GABRA2	1	1	1	0
2556	GABRA3	1	1	1	0
2557	GABRA4	1	1	1	0
2558	GABRA5	1	1	1	0
2559	GABRA6	0	1	1	0
2560	GABRB1	1	1	1	0
2561	GABRB2	0	1	1	0
2562	GABRB3	1	1	1	0
2563	GABRD	1	1	1	0
2564	GABRE	0	1	1	0
2565	GABRG1	1	1	1	0
2566	GABRG2	0	0	1	0
2568	GABRP	0	0	1	0
2569	GABRR1	0	1	1	0
2570	GABRR2	0	1	1	0
2571	GAD1	1	1	1	0
2572	GAD2	0	1	1	0
2576	GAGE4	0	0	1	0
2577	GAGE5	1	1	1	0
2578	GAGE6	0	0	1	0
2579	GAGE7	0	0	1	0
2580	GAK	1	1	1	0
2581	GALC	0	0	1	0
2582	GALE	1	1	1	0
2583	B4GALNT1	1	1	1	0
2584	GALK1	1	1	1	0
2585	GALK2	1	1	1	0
2588	GALNS	0	1	1	0
2589	GALNT1	0	1	1	0
2590	GALNT2	0	1	1	0
2591	GALNT3	0	1	1	0
2592	GALT	1	1	1	0
2593	GAMT	0	1	1	0
2595	GANC	0	0	1	0
2596	GAP43	1	1	1	0
2597	GAPDH	1	1	1	0
2615	LRRC32	0	1	1	0
2617	GARS	0	1	1	0
2619	GAS1	0	0	1	0
2620	GAS2	0	1	1	0
2621	GAS6	0	0	1	0
2622	GAS8	0	0	1	0
2623	GATA1	1	1	1	0
2624	GATA2	1	1	1	0
2625	GATA3	1	1	1	0
2626	GATA4	0	0	1	0
2628	GATM	1	1	1	0
2629	GBA	0	0	1	0
2630	GBAP1	1	1	1	0
2631	GBAS	1	1	1	0
2632	GBE1	1	1	1	0
2633	GBP1	1	1	1	0
2634	GBP2	0	1	1	0
2635	GBP3	0	1	1	0
2636	GBX1	0	0	1	0
2637	GBX2	0	0	1	0
2638	GC	0	1	1	0
2639	GCDH	1	1	1	0
2641	GCG	1	1	1	0
2642	GCGR	0	0	1	0
2643	GCH1	0	0	1	0
2644	GCHFR	0	1	1	0
2645	GCK	1	1	1	0
2646	GCKR	0	1	1	0
2647	BLOC1S1	0	1	1	0
2648	KAT2A	0	1	1	0
2650	GCNT1	0	0	1	0
2651	GCNT2	0	1	1	0
2652	OPN1MW	0	0	1	0
2653	GCSH	1	1	1	0
2658	GDF2	0	0	1	0
2660	MSTN	0	0	1	0
2661	GDF9	0	1	1	0
2662	GDF10	0	0	1	0
2664	GDI1	1	1	1	0
2665	GDI2	1	1	1	0
2668	GDNF	0	1	1	0
2669	GEM	1	1	1	0
2670	GFAP	1	1	1	0
2671	GFER	0	1	1	0
2672	GFI1	0	0	1	0
2673	GFPT1	0	1	1	0
2674	GFRA1	1	1	1	0
2675	GFRA2	0	1	1	0
2676	GFRA3	0	0	1	0
2677	GGCX	1	1	1	0
2678	GGT1	0	1	1	0
2681	GGTA1P	0	1	1	0
2683	B4GALT1	0	0	1	0
2686	GGT7	0	1	1	0
2687	GGT5	1	1	1	0
2688	GH1	0	0	1	0
2689	GH2	0	1	1	0
2691	GHRH	0	1	1	0
2692	GHRHR	0	0	1	0
2693	GHSR	0	1	1	0
2694	GIF	1	1	1	0
2695	GIP	0	1	1	0
2696	GIPR	0	0	1	0
2697	GJA1	1	1	1	0
2700	GJA3	0	1	1	0
2701	GJA4	1	1	1	0
2702	GJA5	1	1	1	0
2703	GJA8	0	0	1	0
2705	GJB1	1	1	1	0
2706	GJB2	1	1	1	0
2707	GJB3	1	1	1	0
2709	GJB5	1	1	1	0
2710	GK	0	1	1	0
2712	GK2	1	1	1	0
2713	GK3P	0	1	1	0
2717	GLA	0	0	1	0
2719	GPC3	0	1	1	0
2720	GLB1	1	1	1	0
2729	GCLC	1	1	1	0
2730	GCLM	0	1	1	0
2731	GLDC	0	0	1	0
2733	GLE1	1	1	1	0
2734	GLG1	0	0	1	0
2735	GLI1	1	1	1	0
2737	GLI3	0	1	1	0
2738	GLI4	0	0	1	0
2739	GLO1	1	1	1	0
2740	GLP1R	0	1	1	0
2741	GLRA1	0	0	1	0
2742	GLRA2	0	1	1	0
2743	GLRB	0	0	1	0
2745	GLRX	1	1	1	0
2746	GLUD1	0	0	1	0
2747	GLUD2	1	1	1	0
2752	GLUL	1	1	1	0
2760	GM2A	1	1	1	0
2762	GMDS	1	1	1	0
2764	GMFB	1	1	1	0
2765	GML	0	1	1	0
2766	GMPR	1	1	1	0
2767	GNA11	1	1	1	0
2768	GNA12	1	1	1	0
2769	GNA15	1	1	1	0
2770	GNAI1	1	1	1	0
2771	GNAI2	1	1	1	0
2773	GNAI3	0	1	1	0
2774	GNAL	0	1	1	0
2775	GNAO1	1	1	1	0
2776	GNAQ	0	1	1	0
2778	GNAS	1	1	1	0
2779	GNAT1	0	0	1	0
2780	GNAT2	1	1	1	0
2781	GNAZ	1	1	1	0
2782	GNB1	1	1	1	0
2783	GNB2	1	1	1	0
2784	GNB3	1	1	1	0
2785	GNG3	1	1	1	0
2786	GNG4	1	1	1	0
2787	GNG5	1	1	1	0
